0:0:5.61441,12,-2.36439
0:0:5.65433,10,0.03253
0:0:5.66239,11,0.10552
0:0:5.67033,12,0
0:0:5.71038,10,0.03446
0:0:5.71844,11,0.10477
0:0:5.72637,12,-2.4033
0:0:5.73431,0,74.99084
0:0:5.76642,10,0.0325
0:0:5.77436,11,0.10539
0:0:5.78242,12,-0.0206
0:0:5.82247,10,0.03382
0:0:5.83040,11,0.10567
0:0:5.83846,12,0
0:0:5.87839,10,0.03396
0:0:5.88645,11,0.10456
0:0:5.89438,12,-0.00687
0:0:5.93443,10,0.03356
0:0:5.94249,11,0.10585
0:0:5.95043,12,-2.33463
0:0:5.99048,10,0.03316
0:0:5.99841,11,0.10637
0:0:6.00623,12,-0.01373
0:0:6.01416,0,74.99084
0:0:6.04615,10,0.03296
0:0:6.05421,11,0.10411
0:0:6.06227,12,-2.35752
0:0:6.10220,10,0.03315
0:0:6.11026,11,0.10602
0:0:6.11819,12,-2.4033
0:0:6.15824,10,0.03219
0:0:6.16618,11,0.10593
0:0:6.17424,12,-2.35752
0:0:6.21429,10,0.03293
0:0:6.22222,11,0.10511
0:0:6.23028,12,-2.35752
0:0:6.27021,10,0.0324
0:0:6.27827,11,0.10565
0:0:6.28620,12,-0.01373
0:0:6.32625,10,0.03309
0:0:6.33431,11,0.1054
0:0:6.34225,12,-0.03204
0:0:6.38230,10,0.03224
0:0:6.39023,11,0.10476
0:0:6.39829,12,0.00916
0:0:6.43810,10,0.03312
0:0:6.44628,11,0.10542
0:0:6.45433,12,-3.74228
0:0:6.49426,10,0.03191
0:0:6.50232,11,0.1042
0:0:6.51026,12,0
0:0:6.55031,10,0.03255
0:0:6.55836,11,0.10537
0:0:6.56630,12,-0.02747
0:0:6.60635,10,0.03171
0:0:6.61429,11,0.10587
0:0:6.62234,12,-0.05951
0:0:6.66227,10,0.03339
0:0:6.67033,11,0.10533
0:0:6.67790,12,-0.02747
0:0:6.71832,10,0.03167
0:0:6.72637,11,0.10624
0:0:6.73431,12,-0.01373
0:0:6.77436,10,0.03146
0:0:6.78230,11,0.10582
0:0:6.79035,12,-0.06867
0:0:6.79829,0,74.99084
0:0:6.83040,10,0.03255
0:0:6.83834,11,0.1052
0:0:6.84640,12,-0.00687
0:0:6.88632,10,0.03189
0:0:6.89438,11,0.10512
0:0:6.90232,12,-0.05951
0:0:6.91038,0,74.99084
0:0:6.94237,10,0.03175
0:0:6.95043,11,0.10527
0:0:6.95836,12,-0.00687
0:0:6.99841,10,0.03291
0:0:7.00610,11,0.10609
0:0:7.01416,12,-2.34379
0:0:7.05421,10,0.03158
0:0:7.06215,11,0.10527
0:0:7.07021,12,0.00916
0:0:7.11013,10,0.03181
0:0:7.11819,11,0.10436
0:0:7.12613,12,-2.35752
0:0:7.13407,0,74.99084
0:0:7.16618,10,0.03179
0:0:7.17424,11,0.1049
0:0:7.18217,12,-0.00687
0:0:7.22222,10,0.03179
0:0:7.23016,11,0.10592
0:0:7.23822,12,-2.32319
0:0:7.27814,10,0.03069
0:0:7.28620,11,0.10671
0:0:7.29426,12,0
0:0:7.30220,0,74.99084
0:0:7.33419,10,0.03123
0:0:7.34225,11,0.10658
0:0:7.35018,12,-3.73999
0:0:7.35812,0,74.99084
0:0:7.39023,10,0.03154
0:0:7.39817,11,0.10527
0:0:7.40623,12,-0.02747
0:0:7.44628,10,0.03236
0:0:7.45421,11,0.10492
0:0:7.46227,12,-0.00687
0:0:7.50220,10,0.03103
0:0:7.51026,11,0.10466
0:0:7.51831,12,0
0:0:7.55824,10,0.03147
0:0:7.56630,11,0.1062
0:0:7.57424,12,-0.01373
0:0:7.61429,10,0.03158
0:0:7.62222,11,0.10474
0:0:7.63028,12,-2.34379
0:0:7.67033,10,0.03177
0:0:7.67827,11,0.10521
0:0:7.68632,12,-0.00687
0:0:7.72625,10,0.03197
0:0:7.73431,11,0.10492
0:0:7.74225,12,0
0:0:7.78230,10,0.0314
0:0:7.79035,11,0.10487
0:0:7.79829,12,-3.74914
0:0:7.83834,10,0.03173
0:0:7.84628,11,0.10528
0:0:7.85433,12,-3.74456
0:0:7.86227,0,-74.86267
0:0:7.89438,10,0.03147
0:0:7.90232,11,0.10477
0:0:7.91038,12,-2.57725
0:0:7.91831,0,-65.63416
0:0:7.95030,10,0.03143
0:0:7.95836,11,0.10483
0:0:7.96630,12,-3.73999
0:0:8.00611,10,0.03045
